"cntyvtd","romney","obama","pct_obama","pct_romney","votes_2012","trump","clinton","pct_trump","pct_clinton","votes_2016","pct_latino"
"0850099",68,46,0.393162393162393,0.581196581196581,117,74,56,0.536231884057971,0.405797101449275,138,0.185
"0850100",15,1,0.0625,0.9375,16,9,6,0.6,0.4,15,0.125
"0850101",1306,561,0.295574288724974,0.68809272918862,1898,946,640,0.555490311215502,0.375807398708162,1703,0.088248436103664
"0850103",343,293,0.447328244274809,0.523664122137405,655,229,277,0.418647166361974,0.506398537477148,547,0.466548042704626
"0850104",435,750,0.625,0.3625,1200,306,700,0.287054409005629,0.656660412757974,1066,0.178342632775367
"0850105",426,271,0.376912378303199,0.592489568845619,719,375,248,0.572519083969466,0.378625954198473,655,0.0933263816475495
"0850106",759,386,0.331046312178388,0.650943396226415,1166,585,419,0.529411764705882,0.379185520361991,1105,0.119162087912088
"0850107",1283,750,0.362844702467344,0.62070633768747,2067,990,914,0.484344422700587,0.447162426614481,2044,0.0556874595294626
"0850108",968,704,0.413631022326674,0.568742655699177,1702,717,856,0.427294398092968,0.510131108462455,1678,0.104010025062657
"0850109",1373,652,0.316812439261419,0.667152575315841,2058,1122,795,0.55517070757051,0.393369619000495,2021,0.0715350223546945
"0850110",1030,595,0.360824742268041,0.624620982413584,1649,853,653,0.537153652392947,0.411209068010076,1588,0.063943661971831
"0850111",1830,630,0.254545454545455,0.739393939393939,2475,1509,824,0.618949958982773,0.337981952420016,2438,0.187846961740435
"0850113",997,568,0.355222013758599,0.623514696685428,1599,855,651,0.527777777777778,0.401851851851852,1620,0.202275151084252
"0850115",1104,652,0.366292134831461,0.620224719101124,1780,822,774,0.488703923900119,0.460166468489893,1682,0.098186889818689
"0850117",1446,867,0.368779242875372,0.615057422373458,2351,1138,942,0.508262617239839,0.420723537293435,2239,0.133001207729469
"0850118",1859,689,0.265920494017754,0.71748359706677,2591,1493,779,0.61668731928955,0.321767864518794,2421,0.0827079934747145
"0850119",2137,1092,0.335483870967742,0.65652841781874,3255,1723,1362,0.53179012345679,0.42037037037037,3240,0.0481875719217491
"0850121",729,701,0.482782369146006,0.502066115702479,1452,570,897,0.373525557011796,0.58781127129751,1526,0.0459266097392107
"0850123",894,414,0.310577644411103,0.670667666916729,1333,716,465,0.581168831168831,0.377435064935065,1232,0.0849242922975642
"0850124",973,719,0.417295414973883,0.564712710388857,1723,791,790,0.474220623501199,0.473621103117506,1668,0.0741144414168937
"0850125",1503,1136,0.420896628380882,0.556872915894776,2699,1111,1319,0.428626543209877,0.508873456790123,2592,0.0683949255377827
"0850126",1638,908,0.349768875192604,0.630970724191063,2596,1266,966,0.529264214046823,0.403846153846154,2392,0.11968777103209
"0850127",1295,780,0.368271954674221,0.611425873465534,2118,1053,814,0.538068472151252,0.415942769545222,1957,0.123514584083543
"0850129",1295,662,0.334512379989894,0.654370894391107,1979,1178,697,0.59979633401222,0.354887983706721,1964,0.112765089722675
"0850132",1015,702,0.403448275862069,0.583333333333333,1740,688,754,0.447625243981783,0.490566037735849,1537,0.0899335717935616
"0850133",765,476,0.375098502758077,0.602836879432624,1269,718,447,0.581847649918963,0.362236628849271,1234,0.187273550724638
"0850135",1268,951,0.421729490022173,0.562305986696231,2255,946,980,0.468085106382979,0.484908461157843,2021,0.0901436354631005
"0850136",787,431,0.349553933495539,0.638280616382806,1233,636,444,0.561837455830389,0.392226148409894,1132,0.147112909157779
"0850137",871,337,0.275102040816327,0.711020408163265,1225,613,428,0.561869844179652,0.392300641613199,1091,0.067916519278387
"0850138",665,211,0.234966592427617,0.740534521158129,898,527,227,0.656288916562889,0.282689912826899,803,0.0586230402181322
"0850139",1377,990,0.412671946644435,0.573989162150896,2399,980,1113,0.44404168554599,0.504304485727232,2207,0.0976212140907318
"0850140",2093,660,0.236898779612347,0.751256281407035,2786,1717,762,0.656345565749236,0.291284403669725,2616,0.0706118665018541
"0850141",1138,657,0.359016393442623,0.621857923497268,1830,860,732,0.502630040911748,0.427819988310929,1711,0.0891870560378848
"0850142",1025,667,0.387565368971528,0.595583962812318,1721,801,801,0.472287735849057,0.472287735849057,1696,0.0606127886323268
"0850143",878,319,0.263636363636364,0.725619834710744,1210,673,354,0.62546468401487,0.328996282527881,1076,0.0539000876424189
"0850144",1008,515,0.331189710610932,0.648231511254019,1555,842,534,0.575136612021858,0.364754098360656,1464,0.0549358616843279
"0850145",520,353,0.396184062850729,0.58361391694725,891,420,412,0.47244094488189,0.463442069741282,889,0.109651110104214
"0850146",1595,962,0.369431643625192,0.612519201228879,2604,1203,1010,0.505037783375315,0.424013434089001,2382,0.127973631413012
"0850147",554,376,0.397883597883598,0.586243386243386,945,491,372,0.540748898678414,0.409691629955947,908,0.136870564379858
"0850151",443,369,0.444578313253012,0.533734939759036,830,379,403,0.454981992797119,0.483793517406963,833,0.111559139784946
"0850152",35,18,0.333333333333333,0.648148148148148,54,9,27,0.236842105263158,0.710526315789474,38,0.939522998296422
"0850154",428,66,0.131736526946108,0.854291417165669,501,419,55,0.844758064516129,0.110887096774194,496,0.132486388384755
"0850156",1328,718,0.344034499281265,0.63632007666507,2087,1066,716,0.559286463798531,0.375655823714586,1906,0.131872213967311
"0850160",163,22,0.116402116402116,0.862433862433862,189,110,12,0.83969465648855,0.0916030534351145,131,0.11864406779661
"0850161",103,36,0.25531914893617,0.730496453900709,141,93,38,0.683823529411765,0.279411764705882,136,0.0603448275862069
"0850162",126,21,0.140939597315436,0.845637583892617,149,138,19,0.857142857142857,0.118012422360248,161,0.0578512396694215
"0850165",411,134,0.244972577696527,0.751371115173675,547,354,177,0.628774422735346,0.314387211367673,563,0.0607675906183369
"0850167",1317,1087,0.445491803278689,0.539754098360656,2440,1032,1324,0.418661257606491,0.53711967545639,2465,0.0661908760145536
"0850168",793,229,0.221899224806202,0.768410852713178,1032,707,260,0.674618320610687,0.248091603053435,1048,0.055817947617003
"0850170",701,260,0.264227642276423,0.71239837398374,984,598,265,0.647887323943662,0.287107258938245,923,0.10786699107867
"0850173",239,78,0.242990654205607,0.744548286604361,321,255,107,0.6640625,0.278645833333333,384,0.0481144343302991
"0850174",1223,662,0.344612181155648,0.636647579385737,1921,1162,685,0.591951095262354,0.348955680081508,1963,0.176632302405498
"0850175",624,177,0.219330855018587,0.773234200743494,807,570,262,0.642615558060879,0.295377677564825,887,0.113274336283186
"0850176",762,660,0.45360824742268,0.523711340206186,1455,609,761,0.415983606557377,0.519808743169399,1464,0.101440809968847
"0850179",2611,566,0.176214196762142,0.812889165628892,3212,2293,719,0.727936507936508,0.228253968253968,3150,0.0504133897963299
"0850180",255,93,0.26123595505618,0.716292134831461,356,197,78,0.670068027210884,0.26530612244898,294,0.172205438066465
"0850183",45,6,0.115384615384615,0.865384615384615,52,43,7,0.811320754716981,0.132075471698113,53,0.118518518518519
"0850185",22,7,0.21875,0.6875,32,19,7,0.730769230769231,0.269230769230769,26,0.126984126984127
"0850186",49,12,0.19672131147541,0.80327868852459,61,34,6,0.829268292682927,0.146341463414634,41,0.0909090909090909
"0850187",223,45,0.167910447761194,0.832089552238806,268,177,20,0.885,0.1,200,0.0962099125364431
"0850188",21,1,0.0454545454545455,0.954545454545455,22,30,2,0.909090909090909,0.0606060606060606,33,0.276243093922652
"0850189",323,61,0.156410256410256,0.828205128205128,390,293,45,0.834757834757835,0.128205128205128,351,0.0822784810126582
"0850190",30,10,0.24390243902439,0.731707317073171,41,31,5,0.837837837837838,0.135135135135135,37,0.170212765957447
"0850191",150,33,0.178378378378378,0.810810810810811,185,154,29,0.814814814814815,0.153439153439153,189,0.332982086406744
"0850192",571,100,0.148148148148148,0.845925925925926,675,511,98,0.81629392971246,0.156549520766773,626,0.147245762711864
"0850193",366,87,0.1875,0.788793103448276,464,326,66,0.806930693069307,0.163366336633663,404,0.119909502262443
"0850194",12,1,0.0714285714285714,0.857142857142857,14,11,5,0.578947368421053,0.263157894736842,19,0.111111111111111
"0850195",435,74,0.142857142857143,0.83976833976834,518,413,74,0.795761078998073,0.142581888246628,519,0.0978902953586498
"0850197",410,320,0.430686406460296,0.551816958277254,743,284,336,0.426426426426426,0.504504504504504,666,0.0745747928477976
"0850198",55,15,0.214285714285714,0.785714285714286,70,55,13,0.797101449275362,0.188405797101449,69,0.0580645161290323
"0850203",1513,498,0.244237371260422,0.742030407062285,2039,1230,547,0.6574024585783,0.292357028327098,1871,0.0696266397578204
"1131000",39,269,0.867741935483871,0.125806451612903,310,44,279,0.129032258064516,0.818181818181818,341,0.531518624641834
"1131001",74,255,0.756676557863502,0.219584569732938,337,68,291,0.174358974358974,0.746153846153846,390,0.533630069238378
"1131002",134,414,0.740608228980322,0.239713774597496,559,105,427,0.181347150259067,0.737478411053541,579,0.604795204795205
"1131003",149,1682,0.905761981690899,0.0802369413031772,1857,193,1622,0.100730688935282,0.846555323590814,1916,0.163175743068023
"1131004",677,454,0.395470383275261,0.589721254355401,1148,506,566,0.430272108843537,0.481292517006803,1176,0.142299349240781
"1131005",624,922,0.581703470031546,0.393690851735016,1585,503,981,0.317350157728707,0.618927444794953,1585,0.205151793928243
"1131006",921,381,0.288417865253596,0.697199091597275,1321,659,531,0.506533435818601,0.40814757878555,1301,0.0369984366857738
"1131007",238,51,0.172881355932203,0.806779661016949,295,180,91,0.590163934426229,0.298360655737705,305,0.0448717948717949
"1131008",152,211,0.565683646112601,0.407506702412869,373,121,299,0.270089285714286,0.667410714285714,448,0.438916037316748
"1131009",89,340,0.783410138248848,0.205069124423963,434,85,414,0.161904761904762,0.788571428571429,525,0.459183673469388
"1131010",140,475,0.751582278481013,0.221518987341772,632,198,664,0.211764705882353,0.710160427807487,935,0.520037497070541
"1131011",42,264,0.843450479233227,0.134185303514377,313,56,273,0.161383285302594,0.786743515850144,347,0.517993702204228
"1131012",62,23,0.267441860465116,0.720930232558139,86,73,89,0.414772727272727,0.505681818181818,176,0.100746268656716
"1131016",46,54,0.514285714285714,0.438095238095238,105,41,91,0.275167785234899,0.610738255033557,149,0.24896265560166
"1131017",333,423,0.540229885057471,0.425287356321839,783,238,454,0.303571428571429,0.579081632653061,784,0.210362047440699
"1131018",67,88,0.533333333333333,0.406060606060606,165,47,108,0.273255813953488,0.627906976744186,172,0.19281045751634
"1131019",532,852,0.588804422944022,0.367657221838286,1447,439,1121,0.250427837992014,0.639475185396463,1753,0.236124478665383
"1131020",370,381,0.490979381443299,0.47680412371134,776,314,540,0.336909871244635,0.579399141630901,932,0.12013201320132
"1131021",464,531,0.519569471624266,0.454011741682975,1022,376,709,0.321917808219178,0.607020547945205,1168,0.0875299760191846
"1131023",596,576,0.474464579901153,0.490939044481054,1214,483,782,0.338235294117647,0.547619047619048,1428,0.11269906084116
"1131026",150,219,0.571801566579634,0.391644908616188,383,114,260,0.279411764705882,0.637254901960784,408,0.0981366459627329
"1131027",626,1321,0.666498486377397,0.315842583249243,1982,507,1321,0.261474987106756,0.681279009798865,1939,0.193978282329714
"1131028",262,521,0.65206508135169,0.327909887359199,799,249,596,0.276666666666667,0.662222222222222,900,0.33591286901691
"1131029",150,769,0.82422293676313,0.160771704180064,933,145,690,0.166475315729047,0.792192881745121,871,0.271952259164535
"1131030",439,775,0.625504439063761,0.354317998385795,1239,387,834,0.297006907137375,0.640061396776669,1303,0.398069963811821
"1131032",251,233,0.469758064516129,0.506048387096774,496,211,249,0.427991886409736,0.505070993914807,493,0.515873015873016
"1131033",407,364,0.459016393442623,0.513240857503153,793,348,402,0.417767106842737,0.482593037214886,833,0.440924338427134
"1131035",51,50,0.485436893203884,0.495145631067961,103,42,87,0.311111111111111,0.644444444444444,135,0.673134328358209
"1131036",132,265,0.647921760391198,0.322738386308068,409,118,295,0.265168539325843,0.662921348314607,445,0.706024096385542
"1131037",153,417,0.72020725388601,0.264248704663212,579,145,505,0.211370262390671,0.736151603498542,686,0.757077379347533
"1131038",136,1028,0.871925360474979,0.115351993214589,1179,157,885,0.141060197663971,0.795148247978437,1113,0.346400483968542
"1131039",8,157,0.940119760479042,0.0479041916167665,167,15,139,0.093167701863354,0.863354037267081,161,0.279559118236473
"1131040",464,1144,0.700122399020808,0.283965728274174,1634,438,1093,0.271039603960396,0.676361386138614,1616,0.262937062937063
"1131041",29,412,0.921700223713647,0.0648769574944072,447,38,319,0.101604278074866,0.852941176470588,374,0.0832888414308596
"1131042",51,593,0.906727828746177,0.0779816513761468,654,56,533,0.0896,0.8528,625,0.368090036411784
"1131043",866,583,0.394451962110961,0.585926928281461,1478,752,729,0.474747474747475,0.460227272727273,1584,0.251963922025022
"1131044",981,566,0.358909321496512,0.622067216233354,1577,804,708,0.489051094890511,0.430656934306569,1644,0.0759278175008512
"1131045",221,707,0.750530785562633,0.234607218683652,942,169,671,0.189887640449438,0.753932584269663,890,0.625998003992016
"1131046",75,107,0.563157894736842,0.394736842105263,190,60,134,0.283018867924528,0.632075471698113,212,0.432220039292731
"1131047",266,377,0.573820395738204,0.404870624048706,657,253,463,0.330287206266319,0.60443864229765,766,0.564455139223101
"1131048",1033,679,0.384702549575071,0.585269121813031,1765,841,926,0.435300207039337,0.479296066252588,1932,0.158208955223881
"1131049",680,529,0.42834008097166,0.550607287449393,1235,611,769,0.403300330033003,0.507590759075908,1515,0.168199233716475
"1131050",53,32,0.359550561797753,0.595505617977528,89,45,61,0.384615384615385,0.521367521367521,117,0.0809248554913295
"1131051",43,34,0.409638554216867,0.518072289156627,83,63,88,0.372781065088757,0.520710059171598,169,0.0965732087227414
"1131052",1015,1074,0.501634750116768,0.474077533862681,2141,812,1398,0.336929460580913,0.580082987551867,2410,0.1834451901566
"1131054",235,463,0.650280898876405,0.330056179775281,712,193,565,0.243073047858942,0.711586901763224,794,0.610565436687019
"1131055",125,223,0.631728045325779,0.354107648725212,353,104,296,0.247619047619048,0.704761904761905,420,0.669635284139101
"1131056",266,288,0.512455516014235,0.473309608540925,562,207,328,0.352040816326531,0.557823129251701,588,0.550590652285568
"1131057",378,523,0.564794816414687,0.408207343412527,926,316,695,0.297832233741753,0.655042412818096,1061,0.614144815973057
"1131058",460,571,0.535647279549719,0.431519699812383,1066,395,696,0.329991645781119,0.581453634085213,1197,0.494091164884637
"1131059",518,533,0.492151431209603,0.478301015697138,1083,452,579,0.403571428571429,0.516964285714286,1120,0.254803675856307
"1131060",1350,1345,0.485384337784193,0.487188740526886,2771,1115,1772,0.356685860524632,0.566858605246321,3126,0.105650073513968
"1131061",395,486,0.534653465346535,0.434543454345435,909,335,608,0.330049261083744,0.599014778325123,1015,0.154169166166767
"1131062",8,12,0.571428571428571,0.380952380952381,21,2,12,0.133333333333333,0.8,15,0.653465346534653
"1131062",8,12,0.571428571428571,0.380952380952381,21,7,4,0.636363636363636,0.363636363636364,11,0.653465346534653
"1131063",310,491,0.603194103194103,0.380835380835381,814,250,563,0.291375291375291,0.656177156177156,858,0.636488340192044
"1131064",16,65,0.783132530120482,0.192771084337349,83,16,56,0.216216216216216,0.756756756756757,74,0.537530266343826
"1131067",1,5,0.833333333333333,0.166666666666667,6,4,3,0.571428571428571,0.428571428571429,7,0.333333333333333
"1131068",12,11,0.458333333333333,0.5,24,7,14,0.318181818181818,0.636363636363636,22,0.544642857142857
"1131069",6,22,0.785714285714286,0.214285714285714,28,4,25,0.129032258064516,0.806451612903226,31,0.176470588235294
"1131070",189,558,0.720930232558139,0.244186046511628,774,153,665,0.172297297297297,0.748873873873874,888,0.627237851662404
"1131073",282,804,0.714031971580817,0.25044404973357,1126,274,1081,0.187158469945355,0.738387978142076,1464,0.712436061381074
"1131074",80,417,0.832335329341317,0.159680638722555,501,81,569,0.119469026548673,0.839233038348083,678,0.902474526928675
"1131076",520,685,0.546687948922586,0.415003990422985,1253,394,878,0.276103714085494,0.615276804484933,1427,0.186368887177513
"1131078",68,481,0.866666666666667,0.122522522522523,555,73,506,0.122073578595318,0.846153846153846,598,0.546047678795483
"1131079",301,612,0.657357679914071,0.323308270676692,931,261,674,0.261261261261261,0.674674674674675,999,0.445237441668954
"1131080",48,320,0.864864864864865,0.12972972972973,370,53,307,0.140583554376658,0.814323607427056,377,0.306351665375678
"1131081",667,1022,0.594186046511628,0.387790697674419,1720,541,1183,0.294181620445895,0.643284393692224,1839,0.387508247195953
"1131082",17,72,0.791208791208791,0.186813186813187,91,12,88,0.111111111111111,0.814814814814815,108,0.762025316455696
"1131083",172,540,0.746887966804979,0.23789764868603,723,152,659,0.177985948477752,0.771662763466042,854,0.802631578947368
"1131084",435,1539,0.772202709483191,0.218263923733066,1993,355,1579,0.176969092721835,0.787138584247258,2006,0.301468926553672
"1131085",120,355,0.734989648033126,0.248447204968944,483,89,479,0.149328859060403,0.803691275167785,596,0.862731152204836
"1131086",56,182,0.755186721991701,0.232365145228216,241,52,160,0.237442922374429,0.730593607305936,219,0.168075117370892
"1131088",194,634,0.745005875440658,0.227967097532315,851,169,699,0.184901531728665,0.764770240700219,914,0.679372886566247
"1131089",72,970,0.924690181124881,0.0686367969494757,1049,62,883,0.0637204522096608,0.907502569373073,973,0.410436893203883
"1131090",168,968,0.844677137870855,0.146596858638743,1146,156,942,0.137444933920705,0.829955947136564,1135,0.650490633363069
"1131091",178,780,0.804953560371517,0.183694530443756,969,161,799,0.161322645290581,0.80060120240481,998,0.657302289782567
"1131092",182,1389,0.87413467589679,0.114537444933921,1589,143,1298,0.0964912280701754,0.875843454790823,1482,0.523448022529693
"1131093",66,763,0.915966386554622,0.0792316926770708,833,59,688,0.0767230169050715,0.894668400520156,769,0.551549295774648
"1131094",53,694,0.911957950065703,0.0696452036793692,761,35,580,0.0554675118858954,0.919175911251981,631,0.624894157493649
"1131095",81,591,0.87039764359352,0.119293078055965,679,79,575,0.1158357771261,0.843108504398827,682,0.720255368543239
"1131096",93,475,0.824652777777778,0.161458333333333,576,71,539,0.112519809825674,0.854199683042789,631,0.813903487816531
"1131097",256,1034,0.792944785276074,0.196319018404908,1304,197,980,0.158870967741935,0.790322580645161,1240,0.663768550442213
"1131098",105,887,0.886113886113886,0.104895104895105,1001,93,865,0.0940343781597573,0.874620829120324,989,0.583333333333333
"1131099",5,16,0.761904761904762,0.238095238095238,21,4,27,0.129032258064516,0.870967741935484,31,0.70625
"1131100",86,1429,0.933376877857609,0.0561724363161332,1531,72,1271,0.0523255813953488,0.923691860465116,1376,0.573002754820937
"1131101",122,512,0.8,0.190625,640,112,593,0.152796725784447,0.809004092769441,733,0.847910863509749
"1131102",179,579,0.750972762645914,0.232166018158236,771,142,671,0.16824644549763,0.795023696682464,844,0.763327281729658
"1131103",40,159,0.798994974874372,0.201005025125628,199,48,181,0.203389830508475,0.766949152542373,236,0.739591836734694
"1131104",134,1108,0.877276326207443,0.106096595407759,1263,123,1032,0.103101424979044,0.865046102263202,1193,0.531532868378098
"1131105",0,10,1,0,10,3,10,0.1875,0.625,16,0.596330275229358
"1131106",18,88,0.822429906542056,0.168224299065421,107,23,98,0.184,0.784,125,0.680224403927069
"1131107",70,247,0.771875,0.21875,320,72,278,0.197260273972603,0.761643835616438,365,0.783296703296703
"1131108",171,1030,0.844262295081967,0.14016393442623,1220,166,1015,0.135842880523732,0.830605564648118,1222,0.664596273291925
"1131109",48,130,0.722222222222222,0.266666666666667,180,41,156,0.2,0.760975609756098,205,0.846436781609195
"1131110",4,17,0.80952380952381,0.19047619047619,21,2,10,0.166666666666667,0.833333333333333,12,0.772727272727273
"1131111",103,377,0.769387755102041,0.210204081632653,490,113,495,0.180511182108626,0.79073482428115,626,0.632955771305286
"1131112",11,191,0.927184466019418,0.0533980582524272,206,19,199,0.0829694323144105,0.868995633187773,229,0.779001468428781
"1131113",4,58,0.935483870967742,0.0645161290322581,62,9,111,0.0703125,0.8671875,128,0.653716216216216
"1131114",13,359,0.957333333333333,0.0346666666666667,375,28,294,0.0845921450151057,0.88821752265861,331,0.522659889877171
"1131115",227,435,0.640648011782032,0.334315169366716,679,198,507,0.264,0.676,750,0.618438761776581
"1131116",239,425,0.62316715542522,0.350439882697947,682,215,503,0.284391534391534,0.665343915343915,756,0.686736722522011
"1131117",964,776,0.440408626560726,0.547105561861521,1762,789,989,0.414390756302521,0.519432773109244,1904,0.0684273709483793
"1131118",57,543,0.893092105263158,0.09375,608,120,610,0.156862745098039,0.797385620915033,765,0.176153385260635
"1131119",57,876,0.929936305732484,0.0605095541401274,942,58,838,0.0627027027027027,0.905945945945946,925,0.661495422177009
"1131120",267,445,0.600539811066127,0.360323886639676,741,210,601,0.230769230769231,0.66043956043956,910,0.512250453720508
"1131121",287,738,0.709615384615385,0.275961538461538,1040,231,799,0.21588785046729,0.746728971962617,1070,0.595570282525288
"1131122",63,151,0.665198237885463,0.277533039647577,227,37,127,0.198924731182796,0.682795698924731,186,0.306834030683403
"1131124",0,2,1,0,2,1,1,0.5,0.5,2,0.885245901639344
"1131125",350,667,0.646317829457364,0.339147286821705,1032,375,648,0.344669117647059,0.595588235294118,1088,0.395287958115183
"1131126",52,245,0.790322580645161,0.167741935483871,310,69,295,0.1725,0.7375,400,0.664862524355921
"1131127",49,219,0.790613718411552,0.176895306859206,277,40,240,0.133779264214047,0.802675585284281,299,0.65
"1131128",447,102,0.183783783783784,0.805405405405405,555,350,135,0.661625708884688,0.255198487712665,529,0.0479452054794521
"1131129",7,43,0.843137254901961,0.137254901960784,51,9,60,0.128571428571429,0.857142857142857,70,0.658940397350993
"1131130",128,407,0.74,0.232727272727273,550,133,485,0.203053435114504,0.740458015267176,655,0.572318878213451
"1131131",176,369,0.657754010695187,0.313725490196078,561,157,462,0.232592592592593,0.684444444444444,675,0.591154261057174
"1131132",10,15,0.6,0.4,25,9,19,0.310344827586207,0.655172413793103,29,0.117647058823529
"1131133",87,121,0.565420560747664,0.406542056074766,214,84,148,0.340080971659919,0.59919028340081,247,0.17688679245283
"1131134",18,192,0.909952606635071,0.0853080568720379,211,15,187,0.0728155339805825,0.907766990291262,206,0.29362591431557
"1131135",67,709,0.892947103274559,0.0843828715365239,794,75,659,0.0990752972258917,0.870541611624835,757,0.664326573062923
"1131136",1,1,0.333333333333333,0.333333333333333,3,0,3,0,1,3,0.130434782608696
"1131137",7,16,0.695652173913043,0.304347826086957,23,7,14,0.318181818181818,0.636363636363636,22,0.710144927536232
"1131139",1,2,0.666666666666667,0.333333333333333,3,7,12,0.368421052631579,0.631578947368421,19,0
"1131300",745,517,0.403590944574551,0.581576893052303,1281,665,642,0.479452054794521,0.462869502523432,1387,0.476577257272384
"1131301",739,682,0.46969696969697,0.508953168044077,1452,649,740,0.43970189701897,0.501355013550135,1476,0.420576283708903
"1131302",535,743,0.573302469135803,0.412808641975309,1296,539,759,0.394005847953216,0.554824561403509,1368,0.210351278320515
"1131303",2,46,0.958333333333333,0.0416666666666667,48,4,53,0.0677966101694915,0.898305084745763,59,0.354838709677419
"1131303",2,46,0.958333333333333,0.0416666666666667,48,2,1,0.666666666666667,0.333333333333333,3,0.354838709677419
"1131304",463,388,0.447520184544406,0.534025374855825,867,415,428,0.471590909090909,0.486363636363636,880,0.468901063486948
"1131305",350,354,0.493723849372385,0.488145048814505,717,348,465,0.406542056074766,0.543224299065421,856,0.536298568507158
"1131307",4,85,0.934065934065934,0.043956043956044,91,4,79,0.0459770114942529,0.908045977011494,87,0.206751054852321
"1131309",24,164,0.867724867724868,0.126984126984127,189,28,131,0.168674698795181,0.789156626506024,166,0.218565400843882
"1131310",798,654,0.441891891891892,0.539189189189189,1480,702,840,0.432532347504621,0.517560073937153,1623,0.369789029535865
"1131311",815,586,0.40979020979021,0.56993006993007,1430,751,659,0.504704301075269,0.442876344086022,1488,0.306971904266389
"1131312",283,230,0.441458733205374,0.543186180422265,521,244,293,0.425087108013937,0.510452961672474,574,0.394338701805759
"1131313",39,155,0.782828282828283,0.196969696969697,198,30,167,0.15,0.835,200,0.272211720226843
"1131314",411,729,0.632263660017346,0.356461405030356,1153,416,800,0.329896907216495,0.63441712926249,1261,0.475100695715855
"1131315",4,4,0.5,0.5,8,4,3,0.571428571428571,0.428571428571429,7,0.662337662337662
"1131316",125,279,0.683823529411765,0.306372549019608,408,109,319,0.240618101545254,0.704194260485651,453,0.390225276823215
"1131500",505,685,0.555555555555556,0.409570154095702,1233,428,794,0.319164802386279,0.592095451155854,1341,0.628835706944648
"1131501",686,597,0.453302961275626,0.5208807896735,1317,569,771,0.384979702300406,0.521650879566982,1478,0.306838709677419
"1131502",804,971,0.532638507953922,0.441031267142074,1823,728,1281,0.33394495412844,0.587614678899083,2180,0.129449838187702
"1131503",438,734,0.614225941422594,0.36652719665272,1195,344,914,0.256524981357196,0.681580909768829,1341,0.0797765363128492
"1131504",771,594,0.429501084598698,0.557483731019523,1383,646,670,0.456537102473498,0.473498233215548,1415,0.0723948811700183
"1131700",411,514,0.543915343915344,0.434920634920635,945,390,617,0.36144578313253,0.571825764596849,1079,0.648770788141721
"1131701",473,434,0.462193823216187,0.503727369542066,939,462,568,0.42619926199262,0.523985239852399,1084,0.510259917920657
"1131702",640,681,0.501472754050074,0.471281296023564,1358,586,842,0.388594164456233,0.558355437665782,1508,0.440082974309877
"1131703",536,750,0.569044006069803,0.406676783004552,1318,475,892,0.329861111111111,0.619444444444444,1440,0.484722421460336
"1131704",321,384,0.534818941504178,0.447075208913649,718,268,425,0.361673414304993,0.573549257759784,741,0.351005484460695
"1131705",491,577,0.528388278388278,0.4496336996337,1092,396,602,0.371134020618557,0.564198687910028,1067,0.36171310629515
"1131706",547,735,0.562356541698546,0.418515684774292,1307,485,886,0.336338418862691,0.614424410540915,1442,0.629074688322086
"1131707",59,124,0.659574468085106,0.313829787234043,188,53,210,0.193430656934307,0.766423357664234,274,0.752177068214804
"1131707",59,124,0.659574468085106,0.313829787234043,188,1,0,1,0,1,0.752177068214804
"1131708",137,129,0.474264705882353,0.503676470588235,272,128,172,0.389057750759878,0.522796352583587,329,0.401197604790419
"1131709",389,1203,0.738036809815951,0.238650306748466,1630,380,1341,0.211935303959844,0.747908533184607,1793,0.556789297658863
"1131710",72,680,0.897097625329815,0.0949868073878628,758,62,643,0.0841248303934871,0.872455902306649,737,0.727785613540197
"1131711",405,506,0.543501611170784,0.435016111707841,931,385,672,0.345911949685535,0.60377358490566,1113,0.689713322091062
"1131713",336,183,0.340782122905028,0.625698324022346,537,326,225,0.54606365159129,0.376884422110553,597,0.504221954161641
"1131714",558,411,0.414732593340061,0.563067608476287,991,497,561,0.44335414808207,0.500446030330062,1121,0.608100176090785
"1131715",241,342,0.567164179104478,0.399668325041459,603,237,485,0.309399477806789,0.633159268929504,766,0.711936792654281
"1131716",1069,458,0.294344473007712,0.687017994858612,1556,953,499,0.611289288005131,0.320076972418217,1559,0.0992496589358799
"1131717",762,931,0.539085118702953,0.441227562246671,1727,733,1071,0.386195995785037,0.564278187565859,1898,0.372409620329753
"1131718",592,306,0.331527627302275,0.641386782231853,923,547,392,0.538916256157635,0.386206896551724,1015,0.402610441767068
"1131719",621,833,0.561699258260283,0.418745785569791,1483,557,886,0.367656765676568,0.584818481848185,1515,0.486061834769387
"1131720",853,747,0.454103343465046,0.51854103343465,1645,741,941,0.41304347826087,0.524526198439242,1794,0.368052609249045
"1131721",804,492,0.372445117335352,0.608629825889478,1321,704,622,0.506110711718188,0.447160316319195,1391,0.273412947831552
"1131722",490,909,0.639690358902182,0.344827586206897,1421,495,1000,0.313688212927757,0.633713561470216,1578,0.372886762360447
"1131723",25,79,0.759615384615385,0.240384615384615,104,35,67,0.315315315315315,0.603603603603604,111,0.336252189141856
"1131724",11,45,0.789473684210526,0.192982456140351,57,10,30,0.232558139534884,0.697674418604651,43,0.384615384615385
"1131725",235,96,0.286567164179104,0.701492537313433,335,235,111,0.650969529085873,0.307479224376731,361,0.125
